               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 121,            0.046962,            0.061791,          0.00066344,             0.93233,             0.87371,             0.93033,             0.56546,            0.046494,            0.059316,          0.00031695,             0.00208,             0.00208,             0.00208
                 122,            0.047042,            0.062105,           0.0006224,             0.92771,             0.86434,             0.92835,             0.56178,            0.046635,            0.059433,          0.00027689,            0.002014,            0.002014,            0.002014
                 123,            0.046773,            0.065402,          0.00051741,             0.93005,               0.888,             0.93487,             0.56611,            0.046563,            0.058555,            0.000272,            0.001948,            0.001948,            0.001948
                 124,            0.047111,            0.063703,           0.0006689,             0.93512,             0.88603,             0.93616,             0.57051,            0.046325,            0.058353,          0.00030113,            0.001882,            0.001882,            0.001882
                 125,            0.046408,            0.063034,          0.00068289,             0.93021,             0.87044,             0.93086,             0.56357,            0.046577,            0.060156,          0.00034006,            0.001816,            0.001816,            0.001816
                 126,            0.047393,             0.06494,          0.00061816,              0.9433,             0.86704,             0.92901,             0.56407,            0.046442,            0.059347,          0.00036983,             0.00175,             0.00175,             0.00175
                 127,            0.045853,            0.064359,          0.00051778,             0.94039,             0.84994,             0.92418,              0.5683,             0.04637,            0.060175,          0.00042887,            0.001684,            0.001684,            0.001684
                 128,            0.046351,            0.059635,          0.00053813,             0.93599,             0.86526,             0.92833,             0.56544,            0.046475,            0.060107,          0.00045204,            0.001618,            0.001618,            0.001618
                 129,            0.046807,            0.065487,          0.00055505,             0.93714,             0.87823,               0.934,             0.56887,            0.046381,            0.059152,          0.00041104,            0.001552,            0.001552,            0.001552
                 130,            0.046291,            0.064303,          0.00050187,             0.93556,             0.88247,             0.93265,             0.57204,            0.046347,            0.060526,           0.0003462,            0.001486,            0.001486,            0.001486
                 131,            0.045798,            0.060158,          0.00049495,             0.93387,             0.87964,             0.92991,             0.57088,            0.046348,             0.06057,           0.0003404,             0.00142,             0.00142,             0.00142
                 132,            0.046512,            0.062061,          0.00050505,             0.93819,             0.87909,             0.93123,             0.57088,            0.046182,            0.060331,           0.0003269,            0.001354,            0.001354,            0.001354
                 133,            0.046589,            0.063046,          0.00045414,             0.94004,             0.87926,             0.93098,             0.57291,            0.046124,            0.059543,          0.00034835,            0.001288,            0.001288,            0.001288
                 134,            0.045927,            0.060288,          0.00058903,             0.93802,             0.88306,             0.92958,             0.57293,            0.046124,            0.058833,          0.00028365,            0.001222,            0.001222,            0.001222
                 135,            0.045794,            0.060416,           0.0005247,             0.94085,             0.87996,               0.932,             0.57211,            0.046399,            0.059552,          0.00028556,            0.001156,            0.001156,            0.001156
                 136,            0.046066,            0.059624,          0.00060793,             0.93502,             0.87441,             0.92982,             0.57342,            0.046378,            0.059785,          0.00030277,             0.00109,             0.00109,             0.00109
                 137,            0.046012,            0.059421,          0.00066637,             0.93892,              0.8785,             0.93073,             0.57118,             0.04624,            0.058664,          0.00029859,            0.001024,            0.001024,            0.001024
                 138,             0.04571,            0.061859,          0.00042227,             0.93166,              0.8765,             0.92958,             0.57259,            0.046131,            0.059102,          0.00030925,            0.000958,            0.000958,            0.000958
                 139,            0.046215,            0.061358,          0.00061182,             0.94198,             0.87599,             0.93173,             0.57084,            0.046274,            0.059717,          0.00028793,            0.000892,            0.000892,            0.000892
                 140,            0.045578,            0.061609,          0.00057547,             0.94013,             0.86764,             0.92682,             0.56391,            0.046624,             0.06041,          0.00029993,            0.000826,            0.000826,            0.000826
                 141,            0.045891,            0.059012,           0.0005396,             0.93117,             0.88981,             0.93074,             0.57325,            0.046125,            0.059129,          0.00025265,             0.00076,             0.00076,             0.00076
                 142,              0.0461,            0.062226,            0.000545,             0.93421,             0.87657,             0.92955,             0.57387,            0.046034,            0.058511,          0.00027159,            0.000694,            0.000694,            0.000694
                 143,            0.045936,            0.060196,          0.00045489,             0.93928,             0.87944,             0.93069,             0.57306,            0.046075,            0.058914,          0.00025153,            0.000628,            0.000628,            0.000628
                 144,            0.046452,            0.058748,          0.00056784,             0.94178,             0.87562,             0.92869,             0.57461,            0.046099,            0.059361,          0.00029419,            0.000562,            0.000562,            0.000562
                 145,            0.045769,            0.062642,          0.00044156,             0.94036,             0.88325,             0.93088,             0.57418,            0.045931,             0.05879,          0.00028625,            0.000496,            0.000496,            0.000496
                 146,            0.045826,            0.060029,           0.0006802,             0.93255,             0.88784,             0.93307,             0.57829,            0.045977,            0.058543,          0.00026386,             0.00043,             0.00043,             0.00043
                 147,             0.04517,            0.057099,          0.00044582,             0.93517,             0.88465,             0.93044,             0.57482,            0.045984,            0.058657,          0.00026168,            0.000364,            0.000364,            0.000364
                 148,             0.04494,            0.055445,          0.00053297,             0.93467,             0.88729,             0.93137,             0.57651,            0.045965,            0.058833,          0.00025911,            0.000298,            0.000298,            0.000298
                 149,            0.045566,            0.058631,          0.00039566,             0.93498,             0.88479,             0.93287,             0.57378,            0.045984,            0.059108,          0.00025001,            0.000232,            0.000232,            0.000232
